timestamp,metric_name,value,unit,category,phase
2025-10-06T17:46:14.067387,performance_score,0.7344137299887625,score,performance,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067395,performance_response_time,1.3000984137559801,seconds,performance,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067398,performance_score,0.6919892253144679,score,performance,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067401,performance_response_time,1.7743510994525664,seconds,performance,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067403,performance_score,0.5803972863285063,score,performance,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067406,performance_response_time,0.16655112055509147,seconds,performance,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067408,performance_score,0.5691106568514173,score,performance,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067411,performance_response_time,0.34085585755786896,seconds,performance,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067413,performance_score,0.6731851188267646,score,performance,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067416,performance_response_time,0.2944553119259964,seconds,performance,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067418,security_score,0.6465060337906766,score,security,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067421,security_response_time,1.1584055453313227,seconds,security,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067423,security_score,0.8432719327904443,score,security,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067425,security_response_time,0.22030942053387792,seconds,security,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067428,security_score,0.9311284607788688,score,security,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067430,security_response_time,1.2700401247460602,seconds,security,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067433,security_score,0.7299670095084824,score,security,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067435,security_response_time,0.6397937382136999,seconds,security,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067437,security_score,0.5011253126575338,score,security,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067439,security_response_time,1.7244086320675054,seconds,security,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067442,reliability_score,0.7858608907740756,score,reliability,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067444,reliability_response_time,0.7634852670505122,seconds,reliability,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067446,reliability_score,0.600904784099355,score,reliability,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067449,reliability_response_time,0.20047276086591242,seconds,reliability,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067451,reliability_score,0.6039898486235942,score,reliability,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067453,reliability_response_time,1.3204417920260179,seconds,reliability,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067455,reliability_score,0.8258668195040806,score,reliability,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067457,reliability_response_time,0.9933419295964014,seconds,reliability,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067460,reliability_score,0.8510337700564208,score,reliability,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067462,reliability_response_time,1.5440803079400305,seconds,reliability,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067464,usability_score,0.960684393522063,score,usability,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067466,usability_response_time,0.8017966090749006,seconds,usability,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067468,usability_score,0.8901835318386484,score,usability,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067471,usability_response_time,0.7487082542107822,seconds,usability,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067473,usability_score,0.8582363972611502,score,usability,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067475,usability_response_time,1.743591767055116,seconds,usability,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067477,usability_score,0.8159960770780293,score,usability,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067479,usability_response_time,1.1879177063688895,seconds,usability,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067482,usability_score,0.5413405739502324,score,usability,Phase 5: Monitoring & Tuning
2025-10-06T17:46:14.067484,usability_response_time,1.8152225299300901,seconds,usability,Phase 5: Monitoring & Tuning
2025-10-06T17:46:15.046748,topics_generated,5.0,count,general,Phase 1: Ideation & Design
2025-10-06T17:46:15.046759,spec_complexity,0.8,score,general,Phase 1: Ideation & Design
2025-10-06T17:46:15.548207,development_time,2.3,seconds,general,Phase 2: Development
2025-10-06T17:46:15.548225,tools_created,8.0,count,general,Phase 2: Development
2025-10-06T17:46:15.548244,knowledge_base_size,15.0,items,general,Phase 2: Development
2025-10-06T17:46:16.753669,unit_tests_passed,8.0,count,general,Phase 3: Testing & Validation
2025-10-06T17:46:16.753680,e2e_tests_passed,4.0,count,general,Phase 3: Testing & Validation
2025-10-06T17:46:16.753690,security_tests_passed,5.0,count,general,Phase 3: Testing & Validation
2025-10-06T17:46:16.753704,performance_score,95.2,percentage,general,Phase 3: Testing & Validation
2025-10-06T17:46:17.556311,deployment_time,1.8,seconds,general,Phase 4: Deployment & Release
2025-10-06T17:46:17.556331,deployment_success,1.0,boolean,general,Phase 4: Deployment & Release
2025-10-06T17:46:17.556349,metadata_size,2.5,MB,general,Phase 4: Deployment & Release
2025-10-06T17:46:18.162033,response_time,2.1,seconds,general,Phase 5: Monitoring & Tuning
2025-10-06T17:46:18.162061,success_rate,0.96,percentage,general,Phase 5: Monitoring & Tuning
2025-10-06T17:46:18.162086,user_satisfaction,4.3,rating,general,Phase 5: Monitoring & Tuning
2025-10-06T17:46:18.162113,error_rate,0.04,percentage,general,Phase 5: Monitoring & Tuning
2025-10-06T17:46:19.245824,realtime_response_time,2.366618057884162,seconds,general,Unknown
2025-10-06T17:46:19.245830,realtime_success_rate,0.941002605992433,percentage,general,Unknown
2025-10-06T17:46:19.245831,realtime_satisfaction,4.376589935007556,rating,general,Unknown
2025-10-06T17:46:19.347563,realtime_response_time,3.1768175924103597,seconds,general,Unknown
2025-10-06T17:46:19.347578,realtime_success_rate,0.9776471822134466,percentage,general,Unknown
2025-10-06T17:46:19.347581,realtime_satisfaction,4.2129438900881935,rating,general,Unknown
2025-10-06T17:46:19.452695,realtime_response_time,3.2037458667129908,seconds,general,Unknown
2025-10-06T17:46:19.452717,realtime_success_rate,0.9203577105632544,percentage,general,Unknown
2025-10-06T17:46:19.452720,realtime_satisfaction,4.850725698867667,rating,general,Unknown
2025-10-06T17:46:19.554528,realtime_response_time,1.9960062486998706,seconds,general,Unknown
2025-10-06T17:46:19.554560,realtime_success_rate,0.963310254766422,percentage,general,Unknown
2025-10-06T17:46:19.554564,realtime_satisfaction,4.373506022497659,rating,general,Unknown
2025-10-06T17:46:19.659693,realtime_response_time,3.239976617200938,seconds,general,Unknown
2025-10-06T17:46:19.659719,realtime_success_rate,0.9214313138549635,percentage,general,Unknown
2025-10-06T17:46:19.659723,realtime_satisfaction,4.0426406851097445,rating,general,Unknown
